id,price
0,1433.9
1,7791.136
2,1724.8146666666664
3,3736.88
4,1839.5493333333332
5,5298.428
6,994.298
7,1444.432
8,1044.588
9,4280.84
10,824.206
11,1393.468
12,1057.804
13,1776.2
14,1406.956
15,3217.065066666666
16,1248.924
17,1103.0974857142855
18,2848.508
19,1727.192
20,3732.3
21,3261.092
22,2121.7527047619046
23,5152.716
24,1126.5226666666667
25,4410.164
26,1496.664
27,5152.716
28,947.692
29,1232.788
30,6575.964
31,1143.8356666666666
32,881.912
33,953.8
34,2142.928
35,4531.568
36,1081.756
37,846.146
38,1058.664
39,1745.688
40,3362.272
41,5420.208
42,6495.532
43,3011.896
44,7071.236
45,4366.74
46,4871.452
47,2600.924
48,2687.94
49,4150.244
50,958.337
51,5160.236
52,1080.6726666666668
53,7035.832
54,1214.2586666666668
55,9066.216
56,635.056
57,861.052
58,827.87
59,2367.788
60,1114.505
61,1120.661333333333
62,920.6236666666667
63,4189.108
64,3044.565
65,1128.2216
66,977.664
67,1093.8709333333334
68,1112.879
69,796.7813333333334
70,1837.778666666667
71,7094.912
72,763.96
73,1430.16
74,4068.78
75,1830.636
76,1123.048
77,4937.296
78,2555.152
79,2669.948
80,1079.58
81,2751.888
82,4625.452
83,1026.896
84,1112.879
85,1094.6596000000002
86,2068.548
87,1256.528
88,2697.112
89,6735.587333333334
90,1262.168
91,1624.372
92,984.464
93,5097.704
94,1162.928
95,1113.54
96,1092.029
97,7247.396
98,1000.488
99,7477.32
100,6960.868
101,6082.305333333333
102,4519.118
103,7014.492
104,4532.868
105,788.932
106,805.82
107,831.0
108,4252.148
109,2202.1051428571427
110,3885.764
111,6584.844
112,3825.0
113,807.668
114,6760.5736
115,1858.08
116,1428.408
117,1195.1906666666669
118,1307.608
119,1995.714
120,1835.0426666666667
121,2196.244
122,4544.49
123,4569.772
124,7881.332000000001
125,890.732
126,745.1626666666668
127,975.208
128,2821.308
129,1033.1160476190475
130,4231.808
131,2897.104
132,7994.370666666668
133,1139.05
134,2693.552
135,1066.231
136,4969.084
137,5443.428
138,1123.4966666666664
139,4391.724
140,1900.216
141,3761.52
142,1794.1721904761903
143,7195.872266666666
144,3293.588
145,1426.588
146,892.372
147,1690.681
148,2387.838
149,2192.152
150,5647.484
151,4875.425
152,3118.992
153,1545.088
154,1068.9786666666664
155,698.008
156,1938.798
157,2721.524
158,1041.888
159,2945.704
160,1991.654
161,2563.468
162,1886.3626666666664
163,1092.905
164,855.656
165,4608.072
166,1169.164
167,1292.756
168,4944.716
169,3117.976
170,3610.932
171,1279.008
172,1000.436
173,2532.784
174,4248.22
175,3534.656
176,4390.350800000001
177,5269.088
178,4772.728
179,1225.0
180,7003.368
181,854.8266666666667
182,4720.402
183,1570.608
184,967.1
185,4788.371
186,1020.888
187,2595.292
188,2341.612
189,950.0133333333333
190,4822.428
191,847.264
192,2200.332
193,4648.759
194,2236.644
195,1597.608
196,6890.362933333333
197,978.6
198,830.944
199,1144.5533333333335
200,5201.628
201,2828.212
202,1144.1643333333332
203,752.8466666666668
204,4803.23
205,1813.456
206,4424.924
207,3674.244
208,4216.132
209,1155.661
210,6210.020966666667
211,2178.871
212,3819.828
213,3186.945066666666
214,861.28
215,4212.808
216,2136.4
217,976.4236666666666
218,5611.28
219,1107.9101333333333
220,2031.556
221,1892.3893333333333
222,1018.608
223,6721.9816
224,1948.936
225,1744.316
226,2913.4183999999996
227,5166.2
228,1078.452
229,4619.6
230,5224.524
231,3895.43
232,1067.7546666666667
233,842.5813333333334
234,1522.108
235,1657.108
236,2371.855
237,988.436
238,937.815
239,4197.604
240,1162.928
241,3890.816
242,5155.812
243,8244.314285714287
244,1087.192
245,2514.6
246,4803.23
247,4197.464
248,815.836
249,1236.544
250,2213.7362857142857
251,866.504
252,964.4775999999999
253,2655.012
254,3653.936
255,8170.6688
256,4367.12
257,1155.661
258,5699.252
259,653.692
260,1107.9101333333333
261,4952.452
262,3697.42
263,1721.934
264,946.2157333333334
265,1741.46
266,800.7133333333334
267,860.0786666666668
268,1162.928
269,3047.4748
270,1861.5553333333335
271,2402.896
272,4016.3323333333333
273,3817.284
274,1440.32
275,1119.708
276,1116.402676190476
277,1096.225
278,4365.699333333334
279,3674.244
280,821.708
281,1092.6260666666667
282,2327.432
283,1076.3522285714284
284,1166.188
285,8080.021333333333
286,968.284
287,5210.908
288,5302.696
289,1169.164
290,1087.2426666666665
291,989.136
292,1061.31
293,2725.568
294,5269.865333333333
295,1138.1036666666664
296,3674.244
297,4447.868
298,2808.21
299,1876.516
300,1169.164
301,956.344
302,1152.3
303,2641.436
304,3270.764
305,6721.24
306,5239.542
307,4615.948
308,1078.452
309,5310.272
310,1164.5076666666664
311,872.568
312,3204.6546000000003
313,3313.808
314,3614.148
315,1974.564
316,7693.892
317,4288.8
318,6943.596
319,1309.264
320,9912.892
321,7471.368
322,7035.832
323,1325.396
324,1053.6723333333332
325,6255.58
326,1218.268
327,1569.956
328,2952.024
329,1139.05
330,2252.648
331,1873.648
332,794.092
333,1036.324
334,2876.46
335,694.496
336,1138.1036666666664
337,1150.1173333333336
338,1846.688
339,3713.584
340,4610.896
341,8170.6688
342,932.248
343,2739.616
344,2249.1834285714276
345,4047.6712
346,1720.688
347,1097.0033333333336
348,7977.593333333334
349,5140.536
350,5539.104
351,2370.496
352,1066.231
353,2435.4496666666664
354,1442.904
355,3444.288
356,1096.225
357,3713.6
358,3233.9213333333337
359,3069.972
360,763.204
361,884.456
362,2096.924
363,937.815
364,1107.9101333333333
365,5269.865333333333
366,937.815
367,1170.728
368,1992.8156
369,2820.568
370,900.0209333333332
371,2433.032
372,893.42
373,1049.64
374,1128.2216
375,4914.308
376,1031.356
377,766.5726666666666
378,4803.188
379,3429.3881047619043
380,1096.225
381,1885.532
382,4504.592
383,976.4236666666666
384,1285.288
385,793.456
386,4197.476
387,1096.225
388,6836.844
389,8089.957333333333
390,1096.225
391,7594.163200000001
392,4665.076
393,4473.856133333333
394,2260.536
395,2107.288
396,4241.628
397,2298.12
398,2479.452
399,1750.2233333333334
400,1997.804
401,1707.904
402,2428.68
403,1141.28
404,1107.9101333333333
405,2292.508
406,920.6236666666667
407,1114.236
408,976.4236666666666
409,8075.632
410,6497.148
411,1573.963
412,1069.596
413,1743.532
414,4912.449
415,3950.0026666666663
416,1148.9133333333334
417,1334.532
418,1454.944
419,4504.116
420,1112.879
421,1026.896
422,4565.341428571429
423,9168.256
424,2338.381866666666
425,4289.736
426,4352.517466666667
427,2632.952
428,2666.116666666667
429,969.389
430,800.7133333333334
431,800.0441333333334
432,4178.444
433,1027.568
434,5013.948
435,2608.456
436,1107.9101333333333
437,2305.389238095238
438,4319.872
439,1068.0826666666667
440,5993.057599999999
441,4280.84
442,858.008
443,1865.106
444,2162.632
445,2152.616
446,1276.716
447,5204.144
448,1241.5
449,880.4939999999997
450,1351.864
451,6721.24
452,912.84
453,757.036
454,7524.436
455,4444.064
456,1214.2586666666668
457,4860.372
458,4310.0104
459,1391.088
460,3040.764
461,1760.68
462,767.852
463,4319.436
464,3260.688
465,3799.756
466,5097.96
467,2986.556
468,1112.879
469,772.264
470,4606.872
471,4427.356
472,6791.958933333332
473,3640.654
474,2441.028
475,7485.272
476,7080.036
477,1776.178
478,1287.212
479,5705.384
480,2247.252
481,5415.361333333333
482,1145.976
483,1092.905
484,4866.881333333334
485,772.264
486,1066.231
487,785.36
488,2800.772
489,2364.508
490,867.388
491,723.1624
492,1623.164
493,9288.408
494,5204.144
495,808.64
496,2512.024333333333
497,1115.5151666666666
498,7244.337733333334
499,1053.6723333333332
500,2742.008
501,1915.872
502,1692.836
503,4173.364
504,3650.696
505,8080.021333333333
506,1166.188
507,5403.169333333333
508,1398.036
509,5158.272
510,2827.164
511,2752.548
512,2471.07
513,1155.661
514,4543.926666666667
515,950.0133333333333
516,8020.660000000001
517,2516.884
518,4232.764
519,7710.72
520,4585.42
521,950.388
522,611.728
523,5291.14
524,7858.836000000001
525,994.298
526,696.708
527,920.7716666666668
528,1168.997
529,1044.8950761904762
530,4363.749066666666
531,4648.759
532,5123.216
533,8326.566666666668
534,1859.0713333333333
535,1949.936
536,978.6
537,4394.392
538,807.668
539,8110.076
540,1789.7933333333333
541,2188.656
542,4012.4
543,1562.104
544,1076.4390666666666
545,4427.356
546,10030.684
547,1151.664
548,5326.624666666666
549,4665.076
550,4645.714
551,3438.236
552,4724.644
553,1825.9
554,3835.828
555,1123.536
556,2485.4
557,1112.879
558,3442.816
559,4896.974
560,847.28
561,3238.776
562,8020.660000000001
563,1066.231
564,1367.92
565,4355.748
566,2175.84
567,1043.708
568,2278.972
569,3503.784
570,964.587
571,1088.2956666666664
572,5549.1
573,1931.016
574,2056.688
575,1122.1986761904761
576,769.648
577,2697.924
578,4111.552
579,6399.024
580,1456.276
581,6780.92
582,1096.8751333333332
583,1910.7923999999998
584,1041.1326666666664
585,5220.7426
586,4973.412
587,1007.204
588,1061.31
589,803.7177333333334
590,3727.104
591,4352.004
592,4985.02
593,4532.868
594,788.9933333333332
595,1180.1026666666664
596,4643.2374285714295
597,831.0
598,1422.392
599,4544.468
600,1166.8806666666667
601,1088.2956666666664
602,2495.44
603,4270.030666666666
604,1699.0986666666668
605,1514.64
606,4248.22
607,4570.687428571429
608,6924.968
609,840.144
610,7664.661333333334
611,15934.176
612,4604.108
613,1002.032
614,986.16
615,4803.23
616,2399.964333333333
617,796.7813333333334
618,1952.884
619,966.5663333333333
620,4222.56
621,5216.416
622,8124.132
623,935.6
624,1180.1026666666664
625,7990.444
626,4366.74
627,5673.936
628,6439.056
629,1177.192
630,2902.463380952381
631,8322.201333333334
632,1154.7570285714287
633,1169.164
634,1166.188
635,3732.676
636,5208.636
637,3123.516
638,4295.392
639,1251.814
640,3625.558
641,6882.504
642,920.6236666666667
643,4536.248
644,4909.288
645,4501.392
646,3674.214
647,5224.524
648,2762.568
649,4743.05
650,2820.876
651,1723.124
652,749.8626666666669
653,1373.96
654,1092.905
655,2845.916
656,7389.22
657,3182.084
658,1041.468
659,4532.612
660,830.584
661,994.298
662,1998.495
663,1067.7546666666667
664,5061.568
665,5488.952
666,5364.848
667,4204.14
668,1911.192
669,1031.004
670,4212.808
671,1126.5226666666667
672,7537.136685714286
673,7164.176
674,760.692
675,1120.048
676,7249.27
677,4547.268
678,968.284
679,975.208
680,1488.28
681,1144.484
682,1026.632
683,6938.076
684,6648.96
685,4743.05
686,1713.756
687,2201.156
688,4528.124
689,1218.608
690,1129.672
691,4972.876
692,2513.496
693,5259.468
694,2221.232
695,1056.3866666666665
696,3800.32
697,7299.076
698,714.284
699,1026.096
700,2755.228
701,1123.048
702,4246.368
703,1084.23
704,6648.96
705,4454.008
706,1030.889
707,4288.8
708,1122.1986761904761
709,4617.349333333334
710,6179.696
711,4803.23
712,778.1693333333333
713,1169.0746666666666
714,842.5813333333334
715,1093.8709333333334
716,7657.296
717,2508.036
718,3655.184
719,1169.164
720,979.944
721,8244.314285714287
722,5215.841333333333
723,1311.044
724,622.06
725,1325.396
726,3781.256
727,4569.772
