id,price
0,2282.881287429493
1,6692.8979554706375
2,2874.136486259977
3,3787.789038732511
4,3011.9295196154067
5,9122.652017730641
6,2922.6440975134533
7,2969.428593359632
8,2703.443158782968
9,13865.306387758352
10,2269.2193250954365
11,2767.266126237693
12,3291.8672838346665
13,2794.196665420396
14,2563.0804296688434
15,3226.868909786263
16,2447.57930795436
17,3337.735177911336
18,2919.913232690789
19,3073.914466790304
20,4583.409185489673
21,5634.184243002166
22,5463.71107211677
23,14452.816742868295
24,2695.5808982331678
25,4936.536578847037
26,2955.365560248875
27,9107.7845911096
28,3151.947860704981
29,3080.9926832515835
30,6820.1605482603245
31,3202.158211087556
32,2230.9257282769813
33,3520.760052852374
34,2769.530511090384
35,15651.61020534909
36,2282.881287429493
37,2566.6332700770304
38,5303.094753007848
39,2679.740514541208
40,3537.1854483916086
41,5893.10022318631
42,6693.177574666067
43,2624.49543925208
44,7984.8922970620615
45,5927.033007035943
46,5625.765033029663
47,2451.6813155313134
48,2772.1654541803646
49,4317.782781494468
50,2236.6947707288878
51,4881.00382921948
52,2777.4714044794982
53,10528.996172153862
54,3125.882723212091
55,7501.454377843392
56,1961.378397776295
57,2164.7813184176134
58,2682.3580154414794
59,2237.5568057377877
60,3202.158211087556
61,3030.5514051954406
62,2282.881287429493
63,4853.10844732822
64,3318.3944678253197
65,3382.9734608240797
66,2378.4812568980174
67,3054.2835834922607
68,3189.545484124675
69,2347.060051936754
70,3036.8562243490965
71,10592.771104413085
72,2006.8950210929854
73,2600.8794157386083
74,3657.9959988772307
75,2647.941684830079
76,3171.742327869485
77,9012.975739515989
78,2457.0784236887866
79,2435.235811046165
80,2445.430542029313
81,3045.392226956925
82,9006.237367628633
83,2483.1112009832964
84,2959.4005716491824
85,3005.059696934484
86,1978.5603284902936
87,2355.425311836882
88,2745.088276773507
89,6409.7197781354
90,3489.160222099434
91,2605.3293338784624
92,2805.480397184643
93,5691.670089822886
94,4257.7144436463905
95,3304.574493899608
96,2684.2528755974777
97,10788.148450543616
98,3367.445730031868
99,5931.734779201244
100,6051.190107582998
101,9189.562290654918
102,4605.924075485928
103,15815.367731275597
104,13404.127617243257
105,2277.107814583642
106,2548.8620186199564
107,2066.8739708138132
108,4827.794953982824
109,3214.505249977375
110,4199.137655136424
111,5995.161715477086
112,3783.7825601828026
113,2937.159092876783
114,7556.010009274082
115,3059.670818576866
116,2302.3371333077675
117,3030.532339946059
118,3195.826164489288
119,2178.6399874509357
120,3054.2835834922607
121,2042.6635067943607
122,14246.311419562851
123,12397.955102428015
124,8351.15255191893
125,2245.7983638420965
126,2491.3415424421396
127,2583.4509342392653
128,3142.519063725631
129,2635.6241762691793
130,4127.074304068832
131,3415.4423766765117
132,10551.777985523582
133,3398.392212880763
134,2400.853842655859
135,2977.4350486907174
136,9003.566989186413
137,16481.449975598356
138,3880.287385384036
139,4241.77483545522
140,3455.9584399619544
141,4426.631361065716
142,2700.6891204755552
143,10568.722327347443
144,3695.3947110231065
145,1306.8199023429895
146,2816.566930407649
147,3518.333693180464
148,2174.9964805932495
149,3126.31837575314
150,5767.066687363745
151,4327.545842922893
152,2705.736661869291
153,2379.7584156004486
154,3742.8860837596553
155,2337.390834795347
156,2750.2638773915255
157,2898.8674086416486
158,2328.7447753904057
159,2726.3712478539874
160,3072.8194021950558
161,2546.2179313992747
162,2949.9014465841014
163,3536.677344839367
164,2262.2225716227185
165,4521.684985620896
166,3880.287385384036
167,2282.881287429493
168,16747.270048365597
169,2597.836215567724
170,3505.008174374508
171,2479.878520825634
172,2531.702400125162
173,2250.2223504609324
174,7579.839997929709
175,4186.533315692439
176,4485.065624184385
177,4704.8648656317155
178,4781.976585259966
179,4270.454391117474
180,13229.980617875075
181,2801.1317489068815
182,10026.736153267297
183,2735.9050725345332
184,2238.6410476387628
185,7190.972123465056
186,2659.4766178859704
187,2652.91014431662
188,2198.860720222159
189,2423.9076807872943
190,4125.680351590516
191,2566.6332700770304
192,4302.1180996829835
193,10417.64025849868
194,2366.9553548717445
195,2066.8739708138132
196,12827.441905361786
197,2761.8801307887143
198,2184.376820850542
199,2950.9012686586175
200,4167.564301346062
201,2572.8941824514936
202,3756.78025584556
203,2425.387096847996
204,5227.247349328342
205,3741.9978734762467
206,14692.042752271469
207,13893.13426187283
208,3847.8553142869077
209,2930.4919888625886
210,5617.329366180748
211,2267.143317769924
212,3516.013274868363
213,3042.5725075831715
214,2229.3577421923137
